medname,text,code,name
氟尿嘧啶 | 甲硝唑,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn两药联用，l由于甲硝唑的酶抑作用，l导致氟尿嘧啶清除下降、i血药浓度上升，l毒性增加，l需进行监测。0,18,抗肿瘤药
普萘洛尔 | 考来烯胺,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn长期服用普萘洛尔的患者，l由于两者可能形成难吸收的复合物，l合用考来烯胺时应调整普萘洛尔的剂量。0,08,β受体阻滞药
普萘洛尔 | 氯丙嗪,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn氯丙嗪能降低普萘洛尔在肝脏的首过效应，l从而提高其生物利用度。0合用时两者的血药浓度均可升高，l应减少剂量。0其他经肝脏代谢的α阻滞剂与氯丙嗪也可能出现类似的相互作用。0,08,β受体阻滞药
甲氨蝶呤 | 阿糖胞苷,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn两药合用可增效，l甲氨蝶呤治疗前使用阿糖胞昔可增加甲氨蝶呤的疗效；反之，l用阿糖胞苷治疗前使用甲氨蝶呤，l阿糖胞苷的疗效也增强，l需密切观察防止药效过度。0,18,抗肿瘤药
甲氨蝶呤 | 碳酸氢钠,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn使用大剂量碳酸氢钠，l尿液pH大于8时，l甲氨蝶呤的排泄增加，l使血药浓度降低，l需进行监测。0其他能碱化尿液的药物也可能发生相似的相互作用。0,18,抗肿瘤药
甲氨蝶呤 | 乙醇,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn用甲氨蝶呤治疗的患者服用含乙醇的饮料，l将显著增加肝毒性。0,18,抗肿瘤药
丝裂霉素 | 长春碱,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn两药联用可加重肺毒性，l致肺水肿。0密切观察，l必要时给予支气管扩张剂或机械通气。0长春新碱也可能发生相似的相互作用。0,18,抗肿瘤药
丝裂霉素 | 依托泊苷,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn两药联用可能导致呼吸困难、i心动过速、i出汗及支气管痉挛或罗音。0,18,抗肿瘤药
苯丙氨酸氮芥 | 环孢素,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn两药均有肾毒性，l并用可能导致严重的肾功能衰竭，l需密切监测肾功能。0,18,抗肿瘤药
甲氨蝶呤 | 丙卡巴肼,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn丙卡巴肼可一时性地影响肾功能，l减少甲氨蝶呤的清除。0大剂量甲氨蝶呤与丙卡巴肼联用，l可增加肾毒性，l密切观察肾功能，l必要时停药。0,18,抗肿瘤药
甲氨蝶呤 | 丙磺舒,【严重性分级】Www~MediX~cnⅠ（严重）【相互作用】Www~MediX~cn丙磺舒竞争甲氨蝶呤的肾排泄，l两药联用显著增加甲氨蝶呤的血药浓度，l密切监测，l必要时减少甲氨蝶呤的剂量。0磺吡酮也可发生相似的相互作用。0,18,抗肿瘤药
甲氨蝶呤 | 奥美拉唑,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn两药联用由于奥美拉唑抑制了甲氨蝶呤的主动肾排泌，l导致甲氨蝶呤的血药浓度上升。0为预防甲氨蝶呤的毒性，l需在开始治疗前数天停用奥美拉唑。0兰索拉唑也可能发生相似的相互作用。0,18,抗肿瘤药
甲氨蝶呤 | 新霉素,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn同时口服两药，l可能导致甲氨蝶呤的吸收减少，l可能需增加甲氨蝶呤的剂量。0巴龙霉素也可降低甲氨蝶呤的吸收，l但卡那霉素能增加甲氨蝶呤的血药浓度。0,18,抗肿瘤药
普萘洛尔 | 西咪替丁,【严重性分级】Www~MediX~cnⅠ（严重）【相互作用】Www~MediX~cn西咪替丁能引起肝脏血流减慢、i抑制普萘洛尔代谢，l使其血药浓度升高，l作用增强。0两药合用可引起静态脉搏明显减慢。0西咪替丁与美托洛尔、i拉贝洛尔之间也可发生类似的相互作用。0,08,β受体阻滞药
甲氨蝶呤 | 酮洛芬,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn两药长期联用，l由于酮洛芬抑制了肾脏的前列腺素的合成，l降低肾灌注及排泄率，l导致甲氨蝶呤的血药浓度上升及毒性增强。0酮洛芬应在甲氨蝶呤停药至少24h后再给予。0吲哚美辛、i布洛芬、i双氯芬酸等非甾抗炎药均可发生相似的相互作用。0,18,抗肿瘤药
普萘洛尔 | 阿司匹林,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn两药合用可引起舒张压升高。0由于阿司匹林抑制前列腺素，l血管的舒张作用受影响，l导致血压升高。0其他β阻滞剂与阿司匹林也可能出现类似相互作用。0,08,β受体阻滞药
普萘洛尔 | 氯苯那敏,【严重性分级】Www~MediX~cnⅣ（一般）【相互作用】Www~MediX~cn由于氯苯那敏抑制肾上腺素能神经末梢对儿茶酚胺的吸收，l理论上氯苯那敏也能抑制普萘洛尔的β受体阻滞作用并增强其奎尼丁样作用。0抗组胺药也可能影响其他β受体阻滞剂。0实际临床意义尚未肯定。0,08,β受体阻滞药
长春碱 | 红霉素,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn两药联用，l由于红霉素抑制肝药酶对长春碱的代谢，l可使血药浓度上升，l毒性增加，l导致严重的中性粒细胞减少和肌痛。0长春新碱也可发生相似的相互作用。0,18,抗肿瘤药
紫杉醇 | 顺铂,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn紫杉醇是一种抗微管的药物，l若预先给予顺铂，l因抑制了细胞进入分裂期而使紫杉醇的疗效降低。0应先给予紫杉醇后用顺铂，l这样则可产生协同的杀伤细胞作用。0顺铂还可降低紫杉醇的清除率，l加重骨髓抑制而导致严重的中性粒细胞减少。0卡铂有相似的相互作用。0,18,抗肿瘤药
甲氨蝶呤 | 阿维A酯,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn两药联用可能干扰甲氨蝶呤的代谢和排泄而致肝毒性，l应监测血药浓度及肝功能，l必要时调整剂量。0异维A酸也可能发生相似的相互作用。0,18,抗肿瘤药
甲氨蝶呤 | 顺铂,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn顺铂预处理治疗后用甲氨蝶呤治疗可能导致甲氨蝶呤的严重毒性，l如严重口炎、i脊髓抑制和肾功能损伤，l甚至死亡。0需密切监测甲氨蝶呤的血药浓度及血细胞计数。0,18,抗肿瘤药
普萘洛尔 | 氨鲁米特,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn一例转移癌患者，l服用普萘洛尔后加用氨鲁米特，l出现昏睡、i皮疹和低血压。0氨鲁米特有抗甲状腺样作用，l而普萘洛尔可使这一作用增强，l引起血管扩张和低血压。0其他的β阻滞剂有可能发生同样的相互作用。0,08,β受体阻滞药
米托坦 | 螺内酯,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn两药联用可拮抗米托坦的抗癌疗效。0密切观察，l必要时改变治疗方案。0其他保钾利尿剂也可能发生相似的相互作用。0,18,抗肿瘤药
普萘洛尔 | 氢氧化铝,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn可降低普萘洛尔的生物利用度。0可能通过减少其胃肠道吸收。0建议尽可能将两药间隔时间延长。0,08,β受体阻滞药
甲氨蝶呤 | 磺胺甲恶唑、甲氧苄啶,【严重性分级】Www~MediX~cnⅠ（严重）【相互作用】Www~MediX~cn甲氧苄啶有抑制叶酸代谢作用，l磺胺甲恶唑可减少甲氨蝶呤的清除，l与甲氨蝶呤联用可加重叶酸缺乏而致巨红细胞性贫血。0认真观察血象变化。0其他磺胺类药物可能发生相似的相互作用。0,18,抗肿瘤药
普萘洛尔 | 乙醇,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn乙醇通过扩张血管增加肝脏血流，l使肝脏代谢的普萘洛尔量增加，l增加普萘洛尔的清除，l使之降压作用减弱。0一些主要经肝脏代谢的β阻滞剂也可能受乙醇的影响。0,08,β受体阻滞药
甲氨蝶呤 | 哌拉西林,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn青霉素类在肾中抑制细胞摄取和刺激回流而导致甲氨蝶呤及其7-羟基代谢物的肾清除率下降，l血药浓度上升、i半衰期延长。0认真观察甲氨蝶呤的毒性，l必要时停用哌拉西林。0阿莫西林、i美洛西林、i青霉素、i替卡西林、i氟氯西林、i双氯西林等也可发生类似的相互作用。0,18,抗肿瘤药
长春碱 | 卡马西平,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn卡马西平诱导肝药酶，l增加了长春碱的代谢。0两药联用可导致长春碱的血药浓度下降，l抗肿瘤疗效下降。0注意观察。0其他长春碱类的药物也可发生类似的相互作用。0,18,抗肿瘤药
氟烷 | 苯妥英,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn苯妥英和氟烷都有肝毒性，l氟烷还可降低苯妥英的清除率导致中毒。0病人服用苯妥英可出现肝炎症状(发烧、i转氨酶水平升高等)，l需密切观察苯妥英的血清浓度和临床毒性指征（眼球震颤、i视力模糊、i运动失调)，l剂量需做适当。0其他乙内酰脲类抗惊厥药可以与氟烷产生类似反应。0,20,麻醉药与肌松药
氟烷 | 肾上腺素,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn同用可导致严重的室性心律失常，l其机理与内源性儿茶酚胺的释放有关。0两药禁止同用，l如术中需静脉注射肾上腺素则应采用氧化亚氮麻醉。0去甲肾上腺素、i异丙肾上腺素、i特布他林以及其他直接作用的拟交感神经药也可发生类似反应。0非直接作用或混合作用的拟交感神经药与氟烷、i氯仿、i甲氧氟烷同用，l或恩氟烷与肾上腺素合用时都会增加心律失常发生的概率。0类似反应还发生在肾上腺素和其他吸入麻醉剂之间。0,20,麻醉药与肌松药
普萘洛尔 | 氟卡尼,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn有资料显示两药合用后血药浓度均可升高，l并对心功能有影响。0其机理尚不清楚。0氟卡尼与其他β受体阻滞剂之间有类似的相互作用。0,08,β受体阻滞药
加拉碘铵 | 地西泮,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn地西泮可产生外周作用包括直接肌肉松弛和限制乙酰胆碱的释放，l增强加拉碘铵的神经肌肉阻滞作用。0同用应注意观察神经肌肉阻滞的增强。0地西泮可减少琥珀胆碱的去极化活性。0,20,麻醉药与肌松药
依托咪酯 | 维拉帕米,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn同时使用维拉帕米可延长依托咪酯的麻醉持续时间，l导致典型的潮式呼吸和氧气供给不足。0应监测患者的呼吸功能，l必要时需给氧。0,20,麻醉药与肌松药
乙醚 | 新霉素,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn单独使用乙醚或新霉素都可产生神经肌肉传导阻滞，l两种药物的协同作用可减小突触后膜敏感性和干扰神经递质的释放，l导致加深呼吸抑制或延长神经肌肉阻滞。0氨基糖苷类腹膜内给药时要特别注意神经肌肉阻滞和呼吸抑制。0如有意外可静脉推注新斯的明(0.2～2.51mg)、i钙剂(11g)，l需要监测生命体征直至神经肌肉阻滞结束为止，l同时给予通气和支持治疗，l可逆转部分病人的阻滞。0给予兴奋剂(如多沙普仑、i尼可刹米)则无效。0其他吸入麻醉剂如环丙烷、i氟烷、i甲氧氟烷、i氧化亚氮等都可发生类似反应。0所有氨基糖苷类抗生素和其他具有神经肌肉阻滞作用的抗生素也可与乙醚发生类似反应。0,20,麻醉药与肌松药
布比卡因 | 利托君,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn利托君激动β受体和布比卡因对交感神经的阻滞，l两者共同作用可造成对心脏的β肾上腺素能刺激，l导致室性心动过速，l心室纤颤和低血压。0早产病人用过利托君后在剖腹产中使用麻醉剂应格外谨慎。0应等待利托君的拟β效应消退后再进行麻醉。0病人的心功能需要严格监测。0类似的反应也会出现在利托君与其他局麻药之间。0,20,麻醉药与肌松药
恩氟烷 | 异烟肼,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn异烟肼可通过酶诱导作用促进恩氟醚的代谢，l增加肝微粒体对异氟烷、i甲氧氟烷和恩氟烷的脱氟作用，l导致明显的血浆氟水平升高和一时性多尿症和诱发中毒性肾损害。0需要监测肾功能。0其他氟吸入麻醉剂也可发生相似的反应。0,20,麻醉药与肌松药
普萘洛尔 | 变应原提取物,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn接受每月一次变应原提取物(Allergenic1Extracts)治疗的患者，l同时服用普萘洛尔，l较单独使用变应原提取物更易出现过敏反应，l还可能引起严重高血压。0β阻滞剂通过减少肥大细胞内cAMP，l使得过敏介质更易释放，l加强了变应原的过敏反应。0,08,β受体阻滞药
多柔比星 | 依托泊苷,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn两药联用由于环孢素抑制了肝药酶的活性，l减少了依托泊苷的清除率，l致使血药浓度上升。0环孢素还可能提高某些多重耐药的细胞对依托泊苷的敏感性而提高疗效。0环孢素与替尼泊苷之间也可能发生相似的相互作用。0,18,抗肿瘤药
环磷酰胺 | 泼尼松,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn两药同服5天，l环磷酰胺的半衰期没有变化，l但如果并用12～15天后环磷酰胺的半衰期缩短20％。0这是由于泼尼松诱导肝药酶所致。0,18,抗肿瘤药
多柔比星 | 苯巴比妥,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn两药联用，l由于苯巴比妥诱导肝微粒体酶，l导致多柔比星的代谢增加，l疗效下降。0必要时需增加多柔比星的剂量。0巴比妥类与柔红霉素之间也可能发生相似的相互作用。0,18,抗肿瘤药
环磷酰胺 | 甲氨蝶呤,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn两药联用，l可能抑制环磷酰胺的生物代谢，l而降低抗癌活性，l疗效下降。0,18,抗肿瘤药
环磷酰胺 | 吲哚美辛,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cnNSAID可增加抗利尿激素的分泌，l两药联用可能导致急性水中毒，l必要时进行监测。0其他非甾体抗炎药(NSAID)也可能发生相似的相互作用。0,18,抗肿瘤药
氟烷 | 利福平,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn由于两药的协同作用，l可导致严重的肝毒性，l两药需谨慎合用，l非必需时勿联用。0,20,麻醉药与肌松药
依托咪酯 | 维拉帕米,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn同时使用维拉帕米可延长依托咪酯的麻醉持续时间，l导致典型的潮式呼吸和氧气供给不足。0应监测患者的呼吸功能，l必要时需给氧。0,20,麻醉药与肌松药
环磷酰胺 | 氯霉素,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn由于环磷酰胺需生物转化后才具有抗癌活性，l两药联用因氯霉素影响肝药酶活性，l抑制了环磷酰胺的转化而使疗效降低。0,18,抗肿瘤药
布比卡因 | 地西泮,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn地西泮会抑制布比卡因的代谢。0在使用布比卡因前使用地西泮可导致布比卡因血浆水平升高，l尤其应重视硬膜外注入布比卡因时引起药理作用的增强。0必要时，l布比卡因的剂量应调整。0其原因为，l布比卡因与苯二氮卓类有相似的第一相代谢反应。0其他局部麻醉药也会与地西泮发生相似反应。0,20,麻醉药与肌松药
卡莫司汀 | 西咪替丁,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn两药均有骨髓抑制作用，l联用骨髓抑制可加重，l应进行监测，l必要时取消西咪替丁。0,18,抗肿瘤药
博莱霉素 | 顺铂,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn顺铂可使博莱霉素的清除率下降，l血药浓度上升，l同时顺铂的血药浓度也上升。0特别是大剂量时(顺铂剂量超过3001mg／m2)，l应密切监测顺铂引起的肾损害。0,18,抗肿瘤药
卡马西平 | 特非那定,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn特非那定会从血浆蛋白上置换卡马西平，l导致卡马西平水平升高以及出现不良反应和毒性，l两药合用需精密监测游离卡马西平血清水平和其毒性反应。0卡马西平和其他H1受体拮抗剂同用有类似作用。0特非那定同其他三环抗忧郁药同用可能也有类似作用，l此外认为特非那定对苯妥英无影响。0,05,抗癫痫药物
卡马西平 | 右丙氧芬,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn右丙氧芬会抑制卡马西平肝代谢，l而升高卡马西平水平，l要尽量避免两药同用，l监测卡马西平水平和毒性，l必要时停用右丙氧芬。0卡马西平与其他镇痛催眠药物合用有类似的相互作用。0,05,抗癫痫药物
卡马西平 | 口服避孕药,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn有数据显示卡马西平会导致口服避孕药无效，l可能是由于卡马西平可以诱导细胞色素P450对炔雌醇的代谢，l虽然不能排除其他因素的影响，l但同时应用时还应加以考虑。0,05,抗癫痫药物
卡马西平 | 烟酰胺,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn烟酰胺可以抑制卡马西平的肝代谢，l卡马西平清除的降低与烟酰胺剂量密切相关。0大剂量烟酰胺会降低卡马西平的消除，l提高其血浆水平。0治疗中加入、i停用烟酰胺或改变其剂量时需监测卡马西平血浆水平，l必要时降低卡马西平的剂量。0小剂量烟酰胺(如复合维生素制剂中所含剂量)的影响还不能确定。0烟酸可能会与卡马西平有类似的反应。0,05,抗癫痫药物
卡马西平 | 甲硝唑,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn有病例报道两药合用会提高卡马西平水平和其毒性，l可能由于甲硝唑选择性抑制卡马西平的芳环羟基化反应。0需仔细监测卡马西平水平的升高和毒性征兆。0和甲硝唑有相似代谢途径并且药理和结构与之相近的抗感染药物可能会与卡马西平发生类似的相互作用。0,05,抗癫痫药物
氟尿嘧啶 | 西咪替丁,【严重性分级】Www~MediX~cnⅠ（严重）【相互作用】Www~MediX~cn两药联用，l西咪替丁减少肝血流，l抑制氟尿嘧啶的代谢，l致使血药浓度上升。0应密切观察氟尿嘧啶的毒性及监测血象变化，l必要时需减少氟尿嘧啶的用量。0氟尿苷也可发生相似的相互作用。0,18,抗肿瘤药
卡马西平 | 甲氧氯普胺(胃复安),【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn有数据显示两药合用会导致卡马西平的神经毒性，l因此需观察卡马西平水平和神经毒性征兆。0,05,抗癫痫药物
卡马西平 | 哌甲酯(利他林),【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn两药合用会降低哌甲酯血清水平和功效，l相互作用涉及卡马西平诱导肝细胞色素P450对哌甲酯的代谢，l在儿童中尤为突出。0治疗中加入或停用卡马西平时均需监测哌甲酯血清水平和功效，l必要时调整其剂量。0,05,抗癫痫药物
美托洛尔 | 利福平,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn利福平诱导肝药酶可减少美托洛尔的AUC，l引起血压的变化。0利福平与普萘洛尔也有类似相互作用。0,08,β受体阻滞药
环磷酰胺 | 别嘌醇,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn两药联用，l可能增强环磷酰胺引起的骨髓抑制作用。0应加强全血监测。0,18,抗肿瘤药
美托洛尔 | 戊巴比妥,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn戊巴比妥和苯巴比妥诱导药物代谢酶，l能降低美托洛尔血药浓度和生物利用度。0戊巴比妥还表现出增加普萘洛尔的清除以及降低阿普洛尔的血药浓度和生物利用度。0,08,β受体阻滞药
拉贝洛尔 | 氟烷,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn拉贝洛尔的α和β阻滞作用与氟烷的心脏抑制作用表现出协同作用。0两药合用可引起心脏抑制，l动脉压降低，l心输出量减少，l外周阻力下降，l心率减慢和中心静脉压升高。0其他的β阻滞剂也可能出现类似的反应。0,08,β受体阻滞药
美托洛尔 | 胺碘酮,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn两药合用可引起严重的心动过缓和低血压。0作用机理尚不能确定。0与普萘洛尔可出现同样的相互作用。0,08,β受体阻滞药
拉贝洛尔 | 格鲁米特,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn格鲁米特是肝微粒体氧化酶诱导剂，l可使拉贝洛尔的代谢增强，lAUC和生物利用度明显降低，l合用时需调整拉贝洛尔剂量。0通过肝脏代谢的其他β阻滞剂与格鲁米特之间可能出现同样的相互作用。0,08,β受体阻滞药
苯妥英 | 乙酰唑胺,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn抗惊厥药有导致骨软化的倾向，l利尿药可加强这一反应。0两药虽可以同用，l但需要特别注意骨软化的早期检测。0,05,抗癫痫药物
拉莫三嗪 | 丙戊酸钠,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn拉莫三嗪在肝中的葡糖醛酸结合可因丙戊酸的存在而受破坏，l导致拉莫三嗪的消除降低，l需监测病人拉莫三嗪水平的改变以及可能出现的毒性反应，l必要时可调整剂量。0,05,抗癫痫药物
拉莫三嗪 | 利福平,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn拉莫三嗪半衰期和曲线下面积(AUC)降低，l需监测拉莫三嗪效力可能发生的变化，l必要时可调整剂量。0与其他利福霉素类药物同用有类似相互作用。0,05,抗癫痫药物
拉莫三嗪 | 对乙酰氨基酚,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn两药合用会加快拉莫三嗪消除和降低临床效果。0需监测其临床效果(尤其是当对乙酰氨基酚多次给药时)，l必要时可增加拉莫三嗪剂量。0,05,抗癫痫药物
乙琥胺 | 异烟肼,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn异烟肼会抑制乙琥胺代谢，l两药合用会导致胃肠道反应和精神状态改变。0如果有上述症状出现，l需监测病人乙琥胺血浆水平，l必要时降低剂量。0异烟肼和其他琥珀酰亚胺类药物同用会产生类似相互作用。0,05,抗癫痫药物
乙琥胺 | 卡马西平,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn卡马西平通过诱导肝微粒体酶提高乙琥胺的消除率，l降低乙琥胺血清浓度。0需监测乙琥胺水平，l必要时增加用量。0其他琥珀酰亚胺类抗惊厥药与卡马西平合用会产生类似相互作用。0,05,抗癫痫药物
氯硝西泮 | 卡马西平,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn卡马西平会减少氯硝西泮的血浆浓度，l降低其抗惊厥效应。0加入或停用卡马西平需监测氯硝西泮水平。0其他苯二氮卓类涉及肝药酶诱导代谢者也有类似相互作用。0,05,抗癫痫药物
纳多洛尔 | 苯乙肼,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn两药合用可引起心动过缓，l心率减慢。0相互作用机理尚不清楚。0苯乙肼与美托洛尔合用也同样引起脉搏的改变。0,08,β受体阻滞药
氯硝西泮 | 扑米酮,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn关于此两药相互作用的报道存在争议，l很难评定其临床意义。0有报道氯硝西泮会降低扑米酮血清浓度，l氯氮卓与扑米酮合用可致人格改变。0氯硝西泮同其他苯二氮卓类药物合用以及扑米酮和其他巴比妥类药物合用时可能发生类似的相互作用。0,05,抗癫痫药物
卡马西平 | 曲唑酮,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn卡马西平诱导曲唑酮向其活性代谢产物的代谢过程，l曲唑酮可以抑制细胞色素P45013A4同工酶对卡马西平的代谢。0两药合用会使卡马西平水平升高，l曲唑酮水平降低。0需监测病人卡马西平水平、i曲唑酮水平以及可能的毒性反应。0必要时需调整剂量。0,05,抗癫痫药物
卡维地洛 | 环孢素,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn由于卡维地洛竞争性抑制细胞色素P45013A4，l使环孢素代谢减慢，l可使环孢素血药浓度升高。0主要通过细胞色素P45013A4代谢的其他β阻滞剂(如比索洛尔)，l可能出现类似的相互作用。0,08,β受体阻滞药
阿替洛尔 | 碳酸钙,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn由于钙盐可使阿替洛尔吸收减少，l阿替洛尔的血药浓度和AUC降低，lβ阻滞作用减弱，l但对血压的影响较小。0应分别间隔时间服用或调整阿替洛尔的给药剂量。0,08,β受体阻滞药
卡马西平 | 维拉帕米,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn维拉帕米会提高卡马西平水平，l增强其副作用和神经毒性。0需仔细监测。0与地尔硫卓合用有类似相互作用，l可能是由于维拉帕米和地尔硫卓可以抑制卡马西平肝代谢所致。0卡马西平会降低非洛地平血浆水平，l而与硝苯地平间没有相互作用，l其他钙通道阻滞剂与卡马西平间的相互作用还不确定。0,05,抗癫痫药物
阿替洛尔 | 氨苄西林,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn有资料显示，l氨苄西林可能减弱阿替洛尔的作用，l而β阻滞剂可能会增加青霉素类的过敏反应。0,08,β受体阻滞药
地高辛 | 西咪替丁,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn有数据表明西咪替丁使胃内pH升高，l从而减少地高辛吸收，l使地高辛血药浓度降低。0但不是所有资料都对此支持，l到目前为止的研究表明，l两药可以合用，l但应对地高辛血药浓度进行监测。0,11,强心苷
苯妥英 | 长春碱,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn可能由于降低了苯妥英的胃肠吸收，l苯妥英血清水平会降低以致抗惊厥力丧失。0其剂量按需要调整。0有数据显示卡莫司汀会升高局部癫痫发生率。0博来霉素、i顺铂也有类似影响，l苯妥英剂量可能需调整。0,05,抗癫痫药物
卡马西平 | 苯巴比妥,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn苯巴比妥可能会降低卡马西平血清半衰期和血浆浓度水平，l可能是由于苯巴比妥会诱导卡马西平向环氧化代谢产物的转变。0需仔细监测病人卡马西平水平。0有报道卡马西平会降低去氧巴比妥血清浓度，l其他巴比妥类药物与卡马西平合用有类似苯巴比妥样的相互作用。0,05,抗癫痫药物
乙琥胺 | 丙戊酸,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn丙戊酸对乙琥胺血清浓度、i毒性和效力的影响不确定，l可能升高、i降低或没有影响。0两药可以同用，l但是治疗中加入丙戊酸或停用丙戊酸时需监测病人的乙琥胺浓度、i毒性反应以及药效。0丙戊酸同其他琥珀酰亚胺类抗惊厥药合用会产生类似相互作用。0有报道丙戊酸会升高三甲双酮血药水平。0,05,抗癫痫药物
