response_number,author,title,other_posts,click_number,first_post,response_time
0,any8595,关于衣原体检测的问题，请各位知道的给个回复，谢了,,405,妇科和男科的衣原体检查是否是一样的，是否都是做培养，时间上是否一样？,05-18 20:55
1,gtkgg,请专家看看我的情况吧，不知道是怎么一回事：（,"回复:
继续检查吧，说明你的肝肾不好，健身是诱因

",274,5月19日周五晚上在健身房做运动，因为第一次做，所以浑身酸痛了好几天；　　5月22日周一早上体检化验肝功：结果是谷草转氨酶120，正常值在40以下，其他值也略微偏高。无乙肝。　　5月22日周一中午继续健身一个多小时；　　5月23日周二早上复查，谷草转氨酶升到300多。做b超发现肝脏也很正常，并没发现脂肪肝之类；做了血常规正常，尿常规发现有血红细胞；　　5月26日周五继续复查（腹肌酸痛），谷草升到560，又作b超也发现厚度、大小正常。并化验知并无甲肝、丙肝。尿常规依然发现血红细胞。医生分析说可能因为肌肉纤维拉断，血红细胞渗入尿液中；医生让恢复1~2个月再复查；　　5月30日周二下午尿常规正常。　　（我没有抽烟喝酒的习惯）　　以上是最近的化验检查经历，请专家帮我看看是什么原因导致转氨酶升高的。和健身有关吗？也就是说如果肌肉酸疼会导致这样的结果吗？谢谢,05-31 21:15
3,苏梳,我爸爸全身不自觉的抖动是怎么回事？,"回复:
脑外伤后遗症。没大事。

回复:
应该做一个24小时脑电图。　　也有帕金森的可能，要神内科的医生看看

回复:
不是说帕金森的发病史就几年的时候吗？可他是如单纯性震颤，而且时间应该算可以有二十年了，只是车祸过的变得严重了罢了。

",474,我爸30来岁的时候一个人呆着的时候偶尔会有一点轻微的抖动，而他本人却不知道。（出现的次数比较少，也不太明显）去年他出了一次车祸，撞着头了，后来治好了，可最近半年来，抖动得越来越明显了，可他自己还是没感觉，也没别的什么问题。我们真的很担心是不是有什么神精方面的问题。我爸这人特别的顽固，打电话回去让他去医院检查死都不肯去，好担心。我们又不在家，天涯的朋友能不能帮忙看看大概是什么方面的问题，有没什么大影响。谢谢了,05-25 10:09
3,t1102,哪位知道精子密度是怎么回事？,"回复:
也就是说每升里的精子个数。

回复:
一立方米的精Y中有几个精子

回复:
每毫升精液含有的精子数量。　　男性精子密度降低是近几十年来人类普遍存在的问题，尤其是城市人口。导致此现象的因素很多，如食物中农药残留高、空气污染、水污染、噪音污染、生活节奏紧张、精神压力大等等。　　城市在不断的发展，不断的吞噬宁静的乡村，机器在不断的轰鸣，污染在不断的继续……。人类在不断的追求发展，可是谁又保证人类不是在毁灭自己？　　兄弟你就保重吧，注意自己的身体。那些自以为没事的朋友们，千万不要以为自己真的没事。现在满大街的调和油你能找出一种不含有转基因大豆的吗？谁能保证转基因食品对人体没有不良影响？说不定我们就在做人家的小白鼠，多年以后，某些人就从我们或者我们的后代身上得出一堆数据，以作出转基因食品对人类是否安全的判断。　　哈哈，我们都是小白鼠！悲哀

",1422,我和我老婆结婚2年了，一直没有怀上孩子，不过我们呆在一起的时间极少，我是搞工程的，一年到头在外面跑，要不我回家，要不她来我这里，两人呆在一起的时间最多就是一个星期，这样断断续续的两年了，也没有什么成果，这次去医院查精子，结果出来说我的精子密度底，只有10万多，正常的20多万，大家有什么看法，拜托了！！！,05-27 03:12
1,zcb99125,sos,"回复:
多量几次看看。　　身高和体重呢？　　相关的检查呢？比如血脂。

",225,本人26　　血压130/90　　怎么办？,06-01 22:07
3,2002924072,血液化验中的“HLA-B27(患风湿)”是什么？,"回复:
比较有病理意义的抗原，对风湿病也很有诊断价值。

回复:
如果化验结果阳性　　说明你女儿患风湿的可能蛮大的

回复:
HLA-B27（组织相容抗原）是诊断强直性脊柱炎的特异性指标。但最后还应配合风湿三项（即CRP,RF,ANA）及临床表现综合判断。

",2575,同事的女儿上医院检查，医生让其做了血液化验，怀疑其有风湿病。于是再让其去化验一下“HLA-B27(患风湿)”。但是未告知其父母这个是化验什么的。有知道的医生请告知一声，代孩子的父母谢谢了。,06-01 17:50
6,harvard1028,帅哥哥，靓姐姐帮帮我,"回复:
白细胞偏高不是大问题，不影响录取啊

回复:
也许是生理性因素,不影响录取

回复:
谢谢“节约用字 “和“老五加张皮 “的回答!　　我想问一下“生理性因素“以后还会这样吗?　　　　学校为什么要我寄化验单和保证书(保证书内容:我保证此次血验真实有效,如有虚假承担一切后果)　　我开学过去血常规检验会不会又是白细胞偏高,那要是我再这样会有什么样的后果啊!

回复:
谢谢“节约用字 “和“老五加张皮 “的回答!　　我想问一下“生理性因素“以后还会这样吗?　　　　学校为什么要我寄化验单和保证书(保证书内容:我保证此次血验真实有效,如有虚假承担一切后果)　　我开学过去血常规检验会不会又是白细胞偏高,那要是我再这样会有什么样的后果啊!

回复:
7.8?不高呀。心理太紧张也可能导致白细胞升高的。另外如果女性在生理期时也会略有升高。下午检测会比上午偏高。等等影响因素。　　   楼主体检时放松些，心里不要太紧张。

回复:
血RT是没有什么问题的，只要你的肝功正常，没有乙肝就行了。

",404,我今年参加研究生考试，因第一志愿没上线调剂到云南昆明。4月20日体检。但是，前天学校通知我：我的白细胞偏高，昨天我去学校附近的医院{湖南地区}做了血常规检查，白细胞是7.8，我问医生，他说没问题，我好担心，不知道原因是什么？帮帮我啊！　　   我要是去昆明的话 ，会不会又是白细胞偏高A ！！！！,05-26 22:45
8,小石头118,请帮我看看乙肝化验单,"回复:
正常

回复:
专家意见:还算正常,不需要治疗,更不需要吃药,过几个月再复查一次.

回复:
谢谢！

回复:
尽快接种乙肝疫苗！

回复:
既往感染，不碍事，表面抗体表达不够，可以接种疫苗。

回复:
支持!

回复:
也有乙肝病毒低度感染的可能。

回复:
有既往感染。也可能是打了疫苗也有部分人出现这种情况

",707,乙肝五项检查： 　　HBsAg(表面抗原) 阴性 　　HBsAb(表面抗体) 阴性 　　HBeAg(E抗原) 阴性 　　HBeAb(E抗体) 阴性 　　HBcAB (核心抗体) 阳性　　请问我这正常吗？是否需要治疗？吃什么药呢？　　谢谢！,06-03 03:26
2,冲淡的茶,"检查血型时,下面写着抗-RHD4","回复:
“Rh血型是一个比较复杂的血型系统，人类红细胞表面的Rh抗原主要有D、C、E、c、e等，其中D抗原性最强。因此一般临床上只做D抗原的鉴定。受检红细胞与抗D血清发生凝集者为阳性，反之为阴性”　　大概你的结果是：抗-RHD （＋）　　这个加号和括号，你看着象“4）”

回复:
解释很专业！

",686,"在医院查血型时,单子上写着:　　A型　　抗-RHD4)　　请问这是什么意思呀　　我怎么在网上找不到呢?　　我这个是RH阴性吗?",06-03 03:29
1,jetame,半夜醒来，就一直在说话——请帮我爷爷诊断一下,"回复:
之前喝酒了？　　脑梗塞或脑出血了吧？　　查CT看看吧。

",168,我的爷爷八十多岁了，一直是一个性格沉默的人。以前有轻微的小脑萎缩，但是神志一直正常。　　上个月背后生了一个痈疽，做手术进行了切除，因年岁较大，所以恢复得不是很快。　　前天去参加重外孙女的百岁宴，晚上回到家，入睡后，在半夜凌晨3点多惊醒，就开始不断的说话，见到谁就和谁说，逻辑时而清晰时而模糊，全家人十分担心。　　请问这应是什么情况阿　　是不是老年痴呆呢？　　如果是这样也不应该突然这样啊　　请医生们指点一下　　谢谢了,04-17 14:02
6,自民,体检报告出来了，有几个问题想请教专业人士,"回复:
乙肝五项没查？

回复:
乙肝五项没查？　　两对半正常,有抗体啊

回复:
脂肪肝可以导致肝功能异常，减肥，就可以降低。　　你多高，多重？　　血脂怎么样？　　年龄？

回复:
肝硬化？做B超没有？原来有乙肝这个病吧。

回复:
32岁　　174　　80公斤　　做过B超,没问题啊!乙肝没得过.

回复:
你的体质指数是26.42，属于肥胖，需要减肥了。　　科学合理的减肥之后，肝功能还是异常，再用药物治疗吧。

",574,"体检报告出来了，有几个问题想请教专业人士　　　　　　谷丙转氨酶(ALT)偏高  106.1   0-60　　　　　　　　　　谷草转氨酶(AST)偏高  82.4    0-50　　　　    谷氨酰转肽酶（GGT）偏高    120.2    7-50　　　　请教这个指标有什么意义?严重吗?短期内怎么降低呢?　　除了体重老增加外，好像我没觉得什么不适呀？ 　　请问我要注意些什么？　　　　另外,我有一些脂肪肝,是不是和这个有关系?两对半正常",04-18 08:27
3,星伴月飞翔,刚抽完血有点晕，心跳减慢是怎么回事？,"回复:
太紧张了

回复:
有点晕血，没事！

回复:
我也有这种现象

",615,今天去医院体检，抽了一管血，因为害怕就没有看，后来医生让我自己拿着一管子血，我就有点晕了，还有点恶心，心跳跳的很慢，只有大概40多下，平时都是70下，趴了一会，活动了一下，心跳才上来，这是什么病吗？还是紧张造成的？,04-19 10:56
3,水天浪子,载脂蛋白B偏低有什么害处?,"回复:
这上面有没有医生啊！

回复:
只是载脂蛋白B(APO-B)偏低没有关系的。

回复:
谢谢楼上！请问关于高血压的问题有没想到人回答啊！

",15225,"做血检时检查出载脂蛋白B(APO-B)偏低,请问对身体有什么害处?如何才能恢复正常值?　　另本人血压100/140,请问属于高血压吗,有什么好办法恢复吗?",05-04 20:48
2,六楼一夜听春雨,求助:甘油三脂低于正常值是怎么回事????,"回复:
甘油三酯低没什么，不高就好。　　其余的不懂

回复:
细菌值6000多,还有一项结晶14也高于正常值，尿液检查时可能已经放太久了

",3792,"做了一次体检,其他都正常,但有几项结果不太明白,甘油三脂低于正常值,尿液检查结果里有一项细菌值6000多,还有一项结晶14也高于正常值,谁能帮我看看,这样的结果有什么问题,会对怀孕有影响吗,和服用叶酸片有没有关系.谢谢了!!",04-21 13:38
2,小嗖风风,男友的体检报告，是否有脂肪肝？,"回复:
做个肝脏B超不就知道了？　　CT也可以。

回复:
哦，谢谢　　去年10月份单位体检是没有问题的，我不知道能否从这几个指标中能看出是否有脂肪肝

",1843,上周末，男友去医院作了一下血液检查，其中载脂蛋白A1偏低很多，怀疑是否有脂肪肝，请天涯上的医生帮忙看看，谢谢！　　　　NO.	英文名称	中文名称	结果	参考值	单位　　1	 CH01	总胆固醇	5.38	3.0-5.7	mmol/L　　2	TG	甘油三脂	1.45	0.7-1.7	mmol/L　　3	HDL-C	高密度脂蛋白胆固醇1.01	1.0-1.95 mmol/L　　4	LDL-C	低密度脂蛋白胆固醇 3.25	2.06-3.10 mmol/L　　5	Apo-A	载脂蛋白A1	0.51	1.05-1.55	g/L　　6	Apo-B	载脂蛋白-B	1.21	0.75-1.15	g/L　　7	LP(a)	脂蛋白	        210     0-300          mg/L,04-15 23:46
1,lozerg,一个让人迷惑不解的问题（恐艾者）,"回复:
是你没有观察仔细，再去观察看看，看不清楚的过程，顺便问一下。　　这样，你整个的疑虑就会消失的。

",616,尊敬的医生您好，我想问一个问题，我在医院检验科看到医生从盒子里拿出一个个小的蓝色的指头采血针就直接给大家往指头上刺，然后扔掉，请问医生他不需要把针头从采血针里旋出吗，我听说针头都是藏在里面的，不知道怎么回事儿。他没有旋出针头的动作，是否一次性采血针头都是旋出式的？针头露在外面一截不会污染吗？,04-02 18:50
3,dsfdevil,请帮忙看一下血液化验单--高血压(贴图),"回复:
http://img258.photo.163.com/dsfdevil/31219099/824404325.jpg

回复:
可给予调整血脂治疗，择期复查肾功。

回复:
http://img258.photo.163.com/dsfdevil/31219099/824404096.jpg

",511,请帮忙看一下血液化验单--高血压  在线等,02-14 11:01
2,太空垃圾,饭后做肝功能和血常规会怎样？,"回复:
不但吃了　　还吃了很多！

回复:
只能说不准确了。　　血脂、血糖和蛋白之类的，可能会高。　　等结果再说吧，或者在报告单上写上“饭后抽血”。　　有异常的话，再去抽空腹的，代替这些单子。

",1015,代友询问各位达人，吃了早饭后再去做肝功能和血常规会怎样？哪些指标会异常？体检一定没希望了吗？,02-27 11:30
6,cghucgke,求助！！！！！！！！！,"回复:
要紧。　　原因就是肝脏收到损害，至于是怎么引起的损害，需要你提供更多的资料。

回复:
肝酶功能主要看ＡＬＴ和ＡＳＴ两项

回复:
可能是有胆道结石吧，碱性磷酸酶代表肝外大胆管堵塞的指标，谷氨酰氨基转酞酶代表肝内毛细胆管淤阻的指标。

回复:
常期吃药，有中药，吃的是类分湿性关节炎的药，主要是叫常第松的药。量不是很多，一天半棵。还有身体体质不是很好，有水肿，要吃利尿片。肝脏受到损害跟水肿有联系吗？？？不知道有什么方法治。人51岁，身体这样有3年了。在这里先谢谢了

回复:
他的胆囊前几年已经摘除了

回复:
什么是ＡＬＴ和ＡＳＴ两项

",361,碱性磷酸酶值367  正常值35—142    谷氨酰氨基转酞酶值230   正常7-64       多很高是什么原因啊？？？？？这两个值高要紧吗？,04-03 23:00
6,宋居,两对半中抽的血液放多久会影响检验结果,"回复:
声明:是第二天下午3点

回复:
查的是抗原抗体撒　　放一个星期都可以　　没事的

回复:
抽血之后，就检测的，不是等你拿结果的时候再检测。

回复:
楼上的不一定哦　　有些标本量少的医院是累计到一定量才做的

回复:
楼主考虑的问题只在做某些特定的检查时需要注意，不同的检测项目对标本的采集和存放都是有要求的。两对半检查的是抗原抗体，不会受时间影响的。两对半检测很方便，不一定累积标本。所以你拿到报告的时间并不一定是检测时间。请放心。

回复:
两对半没影响的,有些生化的检查可能有影响,但这个没影响的放心

",974,"我今天在医院上午10点抽的血,下午3点才能拿结果,这么长的时间,对结果是不是有影响.他们抽完的血都放在什么地方,有没有防护措施.在网上看到血液23度放置16-24个小时会发生溶血,血里的酶会释放出来,影响结果.而且血细胞不断的进行糖酵解,干扰物质增加,细胞活性也下降.",02-21 15:22
0,flhss,请问β-HCG的值代表什么？,,917,HCG呈阳性以后，医生怀疑宫外孕，抽血查了β-HCG，　　结果出来是1412mIU/mL，没能确诊宫外孕。请问这　　个数值说明什么？,03-06 19:54
2,ribena,求大家救个急吧！！——我mm前两天去医院验血前天就开始发烧了,"回复:
大家帮忙看看吧，自顶一下

回复:
不会吧。　　现在都使用一次性的。

",319,事情是这样的，我mm周一去医院抽血检验，然后从前天开始发烧了，人感觉很不舒服。我现在很担心是在医院抽血时针头消毒不完全感染了什么疾病。　　　　我现在人在外地，一时半会儿赶不回去，刚才打电话她还在睡觉，就说人发着烧，很不舒服，她自己又是刚毕业单独一个人在外工作，身边没有什么亲戚朋友。我电话里面只听到她说自己发烧很不舒服和她很粗的喘气声，才两天没给她电话就出了这种事情，我心里快急死了。　　　　我电话里面让她回忆一下这两天里面有没有吹风受凉的经历，如果是感冒的话，倒也不用太过担心了。但她说好像是没有，症状就是发烧，身体不适，还有昨晚拉了肚子。　　　　大家有对医学方面熟悉些的吗，看能不能帮我分析一下我mm是不是有被针头感染的可能，可能是被什么疾病感染了。我在这里给大家先行谢过了。,02-16 15:14
1,abba_d,一天之内何时量血压才是最准确的？,"回复:
早上醒来，在床上别动，让别人测一下血压，连着测3天，就会知道血压的大体情况了。　　还有血压计的问题，电子血压计很不稳定的。

",1108,我朋友有高血压　　但是每次测的数据和前面测的都不一样　　都不知道哪个是对的,02-15 11:58
1,alex_indigo,在线等:大家帮我看一下我的HBV-DNA检测结果。多谢!,"回复:
给你转一篇文章，希望看完之后你能明白。当然，对于你眼前的情况，努力去说服公司：按照医院的标准，你是正常的。　　　　　　　　目前检验病毒的方法，除去血清培养基方法（HIV， CMV， HBV等病毒很难在培养基中分离检验），大致有三种:： 　　　　PCR，最常用的方法，很敏感，但误差大，价钱比较贵，通常单位用 copies/ml of plasma； 　　bDNA (branched chain DNA assay)， 也是目前常用的方法，敏感，常规化，结果比较稳定，价钱比较便宜，通常单位用 units/ml of plasma (pg/ml， fg/ml)；　　NASBA (nucleic acid sequence-based amplification)，不常用，很敏感，误差大，工时长，价钱最贵，通常单位用 units/ml of plasma (pg/ml， fg/ml)；　　　　就HBVDNA而论，目前测验HBV DNA时通常要达到两个目的。一个是定性(qualitative)，另外一个是定量(quantitative) 。　　　　HBVDNA定性的测验注重于HBVDNA的存在，它通常可以测到低于100copies/ml的病毒存在。当然还有更精确的方法，通常用于科研实验室中，可以测到更低的含量。一般临床用的都可以测到1000-2000 copies/ml以上的精度。定性通常只给阴性、阳性的结果。 　　另外一方面，定量的测定着重于HBV DNA量存在的多少。通常用于定量的极限在0.1-5 pg/ml (1 pg/ml = 283，000 copies/ml)之间。同样，更精确的仪器可以测到0.001-0.005 pg/ml的精度。国外常用 fg/ml 为单位。copies/ml 比 fg/ml， pg/ml 单位更小。fg/ml， pg/ml 显示定量比 (?) X 10?易懂不容易错。　　　　HBVDNA正常指标 　　HBVDNA的正常指标或标准可以说是“不能100%设定的。“　　定性测量的阳性通常说明病毒容易传染给他人， 阴性说明不容易传给他人。 一般讲血中测到少于1000copies/ml一下可为阴性。　　定量测验， 因为结果是数字的， 而不是“高低，“ “阴阳，“ “正常/不正常，“ 也就比较麻烦。确定正常值指标一定要知道所做实验的 “参考范围“ (reference range)。参考范围是因测验的仪器，方法，试剂，病人年龄，性别，条件等而定的。 如，目前一般生产应用的Ultra Sensitive Quantitative PCR (高灵敏度定量PCR) 法的测验参考范围是在：　　Less than 0.001 pg/mL 　　Less than 2.3 log copies/mL 　　Less than 200 copies/mL 　　Note: The reportable range is 0.001 to approximately 700 pg/mL， which is approximately equivalent to 2.3-8.3 log copies/mL (200 to 200，000，000 copies/ml)。 　　就是说这种方法可以测到参考范围是在0.001 到 700 pg/ml间， 约合在2.3-8.3 log 拷贝/毫升(200-200，000，000 拷贝/毫升)间；但是不同方法，仪器，批量这个范围不同而正常值(对照)也就不同。 现在技术先进，人们可以在大量生产时人为地把这个范围弄稳定/固定。 　　此外定量是根据拷贝/毫升决定多少而定。它只有量的定性! 只要测得到就是阳性，不是在一个病毒含量浓度没病，一个含量有病，何况测不到也不能说没病了。 　　所以要想知道结果的正确与否，含量高低等应该和所做DNA单位索取所用方法及仪器的参考范围及标准值或正常对照值。

",6027,"目前准备跳槽，对方公司的笔试，面试全都通过了，就差体检。　　对方公司体检要求，限大三阳，小三阳且HBV-DNA为阴性不限　　我是小三阳，加测了HBV-DNA,化验结果如下：　　　　结果：<5*10^2 copy/ml　　参考范围：<5*10^2     荧光定量PCR　　　　请问我这个结果是阴性还是阳性？另外这个结果处于一个什么水平？　　多谢！　　　　明天就要给对方公司说明体检结果，请大家帮我看一下，//thx",03-08 17:01
1,新生儿溶血,恳求各位天涯医生————St！！！！！！,"回复:
你儿子是A型,那好解释.新生儿因为血型抗原性还没那么强,所以验血时比常人容易出现假阴性.验成无抗原的O型应该是可以理解的.所以,集中精力把BB的病治好吧.（J002）

",314,我前几天刚生了一个小男孩，过了两天就出现了黄疸，于是去我生小孩的医院去看，医生看后说可能是正常的黄疸，溶血性黄疸可能性少因为我的血型是O型，我儿子的血型也是0型，然后就打了两天针，用的药叫茵枝黄的中成药针剂，过了两天后我的儿子皮肤更黄了于是医生叫转到上级医院去，去后发现是溶血性黄疸，而且换血的时候验我的儿子血型是A型！跟原来医院验的不一样！天是我去问那个医院，那个医院的医生说：新生儿验血型容易出现误差说了很多医学术语我听不懂，所以请教各位天涯的医生，血型验错了，这个医院有错吗？错在那里？他们有责任吗？,03-19 15:57
0,莫乙,求助医生帮我看看肿瘤标志物的检验报告,,544,我最近查出巧克力囊肿（可能？），今天取肿瘤标志物报告：标本说明；严重溶血！测定方法是电发光　　　　甲胎蛋白 2.72（0.00-7.02）　　　　癌胚抗原 1.53 (0.00-4.60)　　　　糖基抗原 125 68.31(0.00-35.00)　　　　糖基抗原 199 21.44(0.00-37.00)　　请问这结果可信吗，能信的话，能看出肿瘤是什么性质的吗？先谢谢了,03-14 22:59
15,陈卫西,"跪求高人来分析下我的两对半检查单,很罕见的情况","回复:
为了我的生命,自己顶啊!!!

回复:
跪求一个权威的说法和解决办法!!24小时在线等高人啊!!!

回复:
再不解决我都要郁闷死了,我该怎么办啊

回复:
对了,顺便加一句,我当时还做了B超的,显示结果很正常.

回复:
没有事的,放心啊.你在恢复期

回复:
注意休息,别吃对肝有损坏的药物.不要饮酒,最好不抽烟,肝的恢复和代偿能力很强的,相信不要多久你就完全恢复了.

回复:
谢谢上面的兄弟　　 我想问问,恢复期指是什么情况呢?　　 　　 我这种情况能够完全康复吗?或者还是有可能复发?以后还算不算是肝炎病人呢?　　　　 对于我以后结婚生子有危害吗?

回复:
你的第二项表面抗体阳性是说明好的，但后面的+就知道的不清楚了，确实很少见。不过你不该喝酒了，酒对肝有损伤的，戒烟。要记得定期检查肝功能。

回复:
大概什么时间复查一次呢,我应该怎么处理呢,期待　　更权威和更清楚的说法.　　　　期待高手出现

回复:
不能沉了,我顶

回复:
肝功能有问题，需要治疗！

回复:
医生说不需要治疗,只要戒酒和烟,然后作息合理就可以恢复肝功,是不是啊>??

回复:
我也是医生，呵呵~~

回复:
不放心的话,再换一家好医院再查一次.有的时候检验可能会有误差吧.

回复:
慢点儿头大吧楼主,只是轻度异常而已呀,保肝治疗会有效的,而且在HBV感染者中你应该算是幸运的.

",859,"前几天去医院做了肝功能和两对半检查,结果如下:　　 HBsAg   －　　 HBsAb   ＋　　 HBeAg   －　　 HBeAb   ＋　　 HBcAb   －　　 Pre-S1  －　　医生说我以前得过肝炎,现在是恢复期,我怎么从来没有感觉啊,而且我查了很多资料,发现我这个情况是很少见的.有各种的说法,是好是坏也不清楚,听说天涯上强人很多,所以特请各位好心的医生大哥帮我分析下,这个东西到底是好是坏啊??我现在心理害怕死了.　　   而且做了肝功能后发现: 　　谷丙转氨酶 65 偏高;   　　白蛋白 54.15 偏高;   　　总胆红素  42.8 偏高　　直接胆红素  9.2  偏高　　间接胆红素  33.6  偏高　　　　看到这个东西我头都大了,怎么办啊????!!!!!!!!!!!应该怎么处理呢????",03-16 23:28
3,盛开的荷花,剧烈运动后查血常规和尿常规有影响吗,"回复:
一般来说是没有什么问题的,尤其是对血常规,但是对于尿常规检查来说，有一种叫做运动后血尿的现象,就是说在激烈运动后尿沉渣镜检可能发现比正常标准多的红细胞,但是也应该不是很多.

回复:
哦，谢谢。挺担心的。今天做心电图的时候就受了很大的影响，搞的要复查，郁闷的很。

回复:
剧烈运动后白细胞尤其是中性粒细胞会升高，不晓得二楼是不是学医的~~怀疑中？？

",2031,今天去体检的路上堵车，一路跑过去的。约是45分钟后抽血的，请问这对查血常规和尿常规有影响吗？请教中。谢谢,03-22 14:03
1,lxlx1bs,血小板偏高代表什么？谢谢,"回复:
没什么意义，可以不去管它。

",998,单位例行体检，一切都正常，就是血小板数值不在正常值内，有些偏高，是什么意思，有什么要注意的吗？,03-21 22:03
0,jerome_free,求专家看看尿沉渣检查单,,563,"我女朋友去医院检查尿沉渣,病理管型数量0.2,管型类别1和管型类别2都是空白,然后小圆上皮细胞是0.3,其他就是尿红细胞是TRACE,其他正常,就是想问问专家,我女朋友是不是有肾炎呀",03-15 08:54
5,光彩粉凝,不睡觉在线等 求问我到底有多少病!!!!!!!!!!!,"回复:
没事

回复:
不放心就去复查　　不排除你这些指标本来就不在正常值范围内，参考值仅供大部分人参考

回复:
估计没事的

回复:
很正常啊，就是　　     红细胞压积 0.36 偏低 参考值(0.37-0.5)　　　　 平均血小板体积8.5 偏低 参考值(9-13fl)　　　　稍微低了点，不过影响不大

回复:
请提供肝及胆囊检查。

",588,"救命啊第一次做这么详细的体检,吓死我了!原来想上班的现在班也不上了请高人指点我求医问药什么病　　异常的几项:　　分页核粒细胞% 46.8 偏低 参考值(50-70%)　　淋巴细胞%     41.1 偏高 参考值(20-40%)　　红细胞压积    0.36 偏低 参考值(0.37-0.5)　　平均血小板体积8.5  偏低 参考值(9-13fl)　　　　　　总胆红素      22.2 偏高 参考值(3.4-22umol/L)　　直接胆红素    6.1  正常 参考值(0.5-8umol/L)　　间接胆红素    16.1 正常 参考值(3.4-17umol/L)　　其余各项正常,我肝怎么了啊??????????我才24岁!现在才发现生命有过宝贵!!!!!!!!!　　不睡觉在线等消息请大家务必帮帮我!!!!!!!!",03-07 07:48
5,colinyou,查甲亢要做哪些检查？,"回复:
以前有还是怀疑是？　　什么表现？　　怀疑的话，需要查甲状腺B超、T3、T4、TSH等

回复:
怀疑是,主要是偏瘦，容易紧张，手伸直时，手指会有一些抖动，怕！

回复:
查甲状腺八项TG TM T3 T4 FT3 FT4 TSH等，甲状腺弥漫性肿大，各种眼征

回复:
情少爷，如果检查你所提到的这几项的话，花费是多少呢？

回复:
我手申直也是手指抖动，也容易紧张，不知道是不是甲亢，怕怕！

",1891,如题，谢谢！！,03-23 10:23
